Ask Price,Car Model,Brand,Depreciation,Registration Date,Category,Mileage,Images
212800,GLC-Class GLC43 Coupe AMG 4MATIC,Mercedes-Benz,26860,26-Oct-2017,SUV,45895,https://i.i-sgcm.com/cars_used/202101/960735_small.jpg
60998,Qashqai 1.2A DIG-T,Nissan,9600,31-Mar-2017,SUV,65295,https://i.i-sgcm.com/cars_used/202004/900596_small.jpg
52800,3 1.5A Sunroof,Mazda,9640,30-Jun-2016,Sedan,94657,https://i.i-sgcm.com/cars_used/202108/1021172_small.jpg
69800,ES250 Luxury Sunroof,Lexus,15700,10-Jul-2014,Luxury,110000,https://i.i-sgcm.com/cars_used/202108/1019837_small.jpg
27800,Wish 1.8A X (COE till 08/2024),Toyota,9140,24-Aug-2009,MPV,152000,https://i.i-sgcm.com/cars_used/202108/1019333_small.jpg
74699,Dyna 150 3.0M,Toyota,9670,30-Apr-2019,Truck,65000,https://i.i-sgcm.com/cars_used/202107/1018777_small.jpg
101800,Harrier 2.0A Turbo G Panoramic,Toyota,13160,27-Sep-2017,SUV,60000,https://i.i-sgcm.com/cars_used/202107/1017478_small.jpg
206800,GLC-Class GLC200,Mercedes-Benz,20000,24-Jul-2020,SUV,12232,https://i.i-sgcm.com/cars_used/202107/1016806_small.jpg
129800,C-Class C180 Avantgarde,Mercedes-Benz,15630,26-Jun-2018,Luxury,49173,https://i.i-sgcm.com/cars_used/202107/1016680_small.jpg
119599,GLA-Class GLA180 Urban Edition,Mercedes-Benz,12990,15-Aug-2019,SUV,27000,https://i.i-sgcm.com/cars_used/202107/1015043_small.jpg
49800,Corolla Altis 1.6A Elegance (COE till 09/2029),Toyota,6120,28-Sep-2009,Sedan,113000,https://i.i-sgcm.com/cars_used/202107/1012988_small.jpg
43800,5 Series 520i,BMW,17800,12-Dec-2012,Luxury,83000,https://i.i-sgcm.com/cars_used/202107/1012267_small.jpg
51500,Teana 2.0A XL,Nissan,9440,18-Sep-2015,Luxury,111932,https://i.i-sgcm.com/cars_used/202107/1011023_small.jpg
32800,Corolla Altis 1.6A (COE till 07/2026),Toyota,6660,13-Jul-2006,Sedan,145000,https://i.i-sgcm.com/cars_used/202107/1010550_small.jpg
58800,ASX 2.0A,Mitsubishi,9770,30-Aug-2016,SUV,41268,https://i.i-sgcm.com/cars_used/202107/1010486_small.jpg
261800,Levante Diesel 3.0A,Maserati,30060,07-Aug-2017,SUV,55000,https://i.i-sgcm.com/cars_used/202107/1010329_small.jpg
92800,Beetle 1.2A TSI Sunroof,Volkswagen,10950,26-Feb-2019,Hatchback,56392,https://i.i-sgcm.com/cars_used/202107/1010167_small.jpg
19800,Corolla Altis 1.6A (COE till 02/2024),Toyota,7760,27-Feb-2009,Sedan,145300,https://i.i-sgcm.com/cars_used/202106/1008765_small.jpg
59800,5 2.0A Sunroof,Mazda,9920,29-Jul-2016,MPV,62160,https://i.i-sgcm.com/cars_used/202106/1008723_small.jpg
38000,Cooper S Countryman 1.6A,MINI,17710,07-Dec-2012,Sports,151000,https://i.i-sgcm.com/cars_used/202106/1005472_small.jpg
181800,GLB-Class GLB200 AMG Line Premium 7-Seater,Mercedes-Benz,17760,16-Sep-2020,SUV,16888,https://i.i-sgcm.com/cars_used/202106/1004991_small.jpg
62888,Sienta Hybrid 1.5A G,Toyota,10710,31-Mar-2017,MPV,41367,https://i.i-sgcm.com/cars_used/202106/1004457_small.jpg
156800,4 Series 420i Gran Coupe Luxury,BMW,15950,16-Oct-2019,Luxury,19000,https://i.i-sgcm.com/cars_used/202106/1001264_small.jpg
54800,308 SW 1.2A PureTech Allure,Peugeot,8860,13-Apr-2017,Stationwagon,71000,https://i.i-sgcm.com/cars_used/202106/1000913_small.jpg
48800,Wish 1.8A (COE till 05/2026),Toyota,10140,18-Jul-2011,MPV,80000,https://i.i-sgcm.com/cars_used/202105/999173_small.jpg
35800,Cerato Forte 1.6A EX (COE till 05/2026),Kia,7440,13-Jun-2011,Sedan,150000,https://i.i-sgcm.com/cars_used/202105/996859_small.jpg
209800,Rover Range Rover Sport Diesel 3.0A 7-Seater,Land,26130,29-Jul-2016,SUV,78000,https://i.i-sgcm.com/cars_used/202105/994808_small.jpg
71800,Cooper 1.6A (New 10-yr COE),MINI,7180,14-Jul-2011,Hatchback,86000,https://i.i-sgcm.com/cars_used/202105/992606_small.jpg
68800,Alphard 2.4A S Moonroof,Toyota,16800,17-Jun-2014,MPV,81000,https://i.i-sgcm.com/cars_used/202104/990441_small.jpg
158800,Alphard 2.5A X 8-Seater,Toyota,16400,15-Nov-2019,MPV,22000,https://i.i-sgcm.com/cars_used/202104/987446_small.jpg
53800,Forester 2.0i-L Sunroof,Subaru,11800,30-Jul-2015,SUV,88000,https://i.i-sgcm.com/cars_used/202104/985959_small.jpg
122888,Camry 2.5A,Toyota,12150,05-Feb-2020,Luxury,8000,https://i.i-sgcm.com/cars_used/202108/1021370_small.jpg
23800,Golf 1.4A TSI,Volkswagen,14870,12-Jun-2012,Hatchback,128607,https://i.i-sgcm.com/cars_used/202108/1021365_small.jpg
74800,Sylphy 1.6A,Nissan,8210,11-Sep-2019,Sedan,11000,https://i.i-sgcm.com/cars_used/202106/1008908_small.jpg
58800,Hiace Commuter 3.0A,Toyota,11280,25-Oct-2016,Bus,39719,https://i.i-sgcm.com/cars_used/202107/1018389_small.jpg
75000,One 1.2A 5DR,MINI,12930,09-Dec-2016,Hatchback,59300,https://i.i-sgcm.com/cars_used/202107/1015226_small.jpg
63800,Note 1.2A,Nissan,7700,24-Jul-2019,Hatchback,15400,https://i.i-sgcm.com/cars_used/202107/1015183_small.jpg
116000,Harrier 2.0A Turbo G Panoramic,Toyota,14050,25-Jun-2018,SUV,39775,https://i.i-sgcm.com/cars_used/202107/1015148_small.jpg
68000,Civic 1.6A VTi,Honda,9920,30-May-2017,Sedan,77000,https://i.i-sgcm.com/cars_used/202107/1015132_small.jpg
42800,C-Class C180 Coupe,Mercedes-Benz,19000,04-Feb-2013,Sports,119000,https://i.i-sgcm.com/cars_used/202107/1015130_small.jpg
59800,Mobilio 1.5A RS i-VTEC Luxe,Honda,10020,19-Aug-2016,MPV,86000,https://i.i-sgcm.com/cars_used/202107/1014872_small.jpg
80300,HR-V 1.5A LX,Honda,8970,18-Apr-2019,SUV,53000,https://i.i-sgcm.com/cars_used/202106/1008735_small.jpg
87800,X-Trail 2.0A Premium 7-Seater Sunroof,Nissan,11670,28-Dec-2017,SUV,113339,https://i.i-sgcm.com/cars_used/202105/999832_small.jpg
113800,A4 2.0A TFSI S-tronic,Audi,14070,24-Apr-2018,Luxury,54339,https://i.i-sgcm.com/cars_used/202105/999031_small.jpg
66800,Corolla Axio Hybrid 1.5A,Toyota,10250,16-Nov-2017,Sedan,39339,https://i.i-sgcm.com/cars_used/202105/994679_small.jpg
93000,Vezel 1.5A X,Honda,9080,19-Mar-2021,SUV,500,https://i.i-sgcm.com/cars_used/202105/994013_small.jpg
66500,IS250 (COE till 01/2029),Lexus,8880,15-Apr-2009,Luxury,170013,https://i.i-sgcm.com/cars_used/202108/1021302_small.jpg
252000,CLS-Class CLS350 Coupe Mild Hybrid Sunroof,Mercedes-Benz,25620,17-Dec-2018,Luxury,43633,https://i.i-sgcm.com/cars_used/202108/1021295_small.jpg
190000,Cayenne 3.6A Tip,Porsche,32640,15-Sep-2015,SUV,104000,https://i.i-sgcm.com/cars_used/202108/1021243_small.jpg
47800,Lancer EX 1.6A,Mitsubishi,8670,29-Apr-2016,Sedan,104000,https://i.i-sgcm.com/cars_used/202108/1021076_small.jpg
60800,A3 Sedan 1.4A TFSI S-tronic Ambiente,Audi,11480,31-Dec-2015,Luxury,85000,https://i.i-sgcm.com/cars_used/202108/1020653_small.jpg
57800,Shuttle 1.5A G,Honda,9250,11-May-2017,Stationwagon,45295,https://i.i-sgcm.com/cars_used/202108/1020568_small.jpg
54800,3 1.5A Sunroof,Mazda,8600,29-May-2017,Sedan,71000,https://i.i-sgcm.com/cars_used/202108/1019251_small.jpg
140800,C-Class C180 Avantgarde,Mercedes-Benz,15260,07-Jun-2019,Luxury,20000,https://i.i-sgcm.com/cars_used/202108/1019185_small.jpg
75515,Fit Hybrid 1.5A,Honda,9920,26-Oct-2018,Hatchback,43000,https://i.i-sgcm.com/cars_used/202107/1017170_small.jpg
18000,Corolla Axio 1.5A X Special Edition (COE till 02/2024),Toyota,7130,18-Feb-2009,Sedan,120000,https://i.i-sgcm.com/cars_used/202107/1017044_small.jpg
29500,Fit 1.3A G (COE till 03/2025),Honda,8100,31-Mar-2010,Hatchback,118000,https://i.i-sgcm.com/cars_used/202107/1017040_small.jpg
54800,Wish 2.0A (COE till 10/2029),Toyota,6660,09-Nov-2009,MPV,120000,https://i.i-sgcm.com/cars_used/202107/1016887_small.jpg
138000,Cayenne S 4.8A Tip (New 10-yr COE),Porsche,13790,02-Sep-2011,SUV,92000,https://i.i-sgcm.com/cars_used/202107/1016576_small.jpg
15800,Picanto 1.1A (COE till 01/2024),Kia,6370,12-Mar-2009,Hatchback,160000,https://i.i-sgcm.com/cars_used/202107/1016331_small.jpg
82800,X3 sDrive20i,BMW,15930,12-Aug-2015,SUV,115000,https://i.i-sgcm.com/cars_used/202107/1016268_small.jpg
115800,1 Series 118i 5DR M-Sport,BMW,12990,25-Apr-2019,Hatchback,25000,https://i.i-sgcm.com/cars_used/202107/1015965_small.jpg
73500,Forester 2.0i-L Sunroof,Subaru,10070,28-Mar-2018,SUV,66000,https://i.i-sgcm.com/cars_used/202107/1015930_small.jpg
151000,CX-9 2.5A Turbo,Mazda,16480,08-Jul-2019,SUV,17286,https://i.i-sgcm.com/cars_used/202107/1015696_small.jpg
153500,E-Class E200 Avantgarde,Mercedes-Benz,18140,19-Mar-2018,Luxury,55000,https://i.i-sgcm.com/cars_used/202107/1015530_small.jpg
100800,Civic 1.5A VTEC Turbo Sunroof,Honda,11760,15-Nov-2018,Sedan,60000,https://i.i-sgcm.com/cars_used/202107/1015505_small.jpg
74800,Stonic 1.0T EX,Kia,9060,16-May-2019,SUV,23000,https://i.i-sgcm.com/cars_used/202107/1015115_small.jpg
61800,Cerato K3 1.6A SX Sunroof,Kia,8670,27-Oct-2017,Sedan,27000,https://i.i-sgcm.com/cars_used/202107/1014922_small.jpg
78800,Civic Type R 2.0M 3DR (COE till 03/2029),Honda,10390,09-Mar-2009,Sports,145000,https://i.i-sgcm.com/cars_used/202107/1014814_small.jpg
93800,4 Series 428i Coupe M-Sport,BMW,21540,16-Jul-2014,Sports,98000,https://i.i-sgcm.com/cars_used/202107/1014470_small.jpg
142800,4 Series 420i Coupe Sport,BMW,18190,25-Jan-2018,Sports,20000,https://i.i-sgcm.com/cars_used/202107/1014468_small.jpg
54800,Q5 2.0A TFSI Quattro,Audi,16410,19-Apr-2013,SUV,88000,https://i.i-sgcm.com/cars_used/202107/1013153_small.jpg
26800,Corolla Altis 1.6A (COE till 11/2024),Toyota,8090,15-Mar-2010,Sedan,112000,https://i.i-sgcm.com/cars_used/202107/1013152_small.jpg
24800,Cerato Forte 1.6A EX (COE till 10/2024),Kia,7700,28-Oct-2009,Sedan,136000,https://i.i-sgcm.com/cars_used/202107/1012872_small.jpg
108800,Odyssey 2.4A EX-S 8-Seater,Honda,13570,12-Jun-2018,MPV,34000,https://i.i-sgcm.com/cars_used/202107/1012834_small.jpg
72888,TT Coupe 2.0A TFSI S-tronic (COE till 03/2029),Audi,9530,08-Jun-2009,Sports,135555,https://i.i-sgcm.com/cars_used/202107/1011819_small.jpg
56800,Cerato K3 1.6A EX,Kia,8340,22-Aug-2017,Sedan,73000,https://i.i-sgcm.com/cars_used/202107/1011395_small.jpg
81800,Vezel Hybrid 1.5A X,Honda,10890,27-Apr-2018,SUV,51000,https://i.i-sgcm.com/cars_used/202107/1010844_small.jpg
33800,Vios 1.5A E (COE till 05/2026),Toyota,7030,30-May-2011,Sedan,145300,https://i.i-sgcm.com/cars_used/202107/1010435_small.jpg
121800,X3 sDrive20i M-Sport Sunroof,BMW,17360,29-Jun-2017,SUV,68000,https://i.i-sgcm.com/cars_used/202107/1010282_small.jpg
68500,2 Series 216d Gran Tourer Luxury,BMW,12670,30-Dec-2015,MPV,87000,https://i.i-sgcm.com/cars_used/202106/1009857_small.jpg
113500,2 Series 216i Gran Tourer,BMW,12130,14-Jun-2019,MPV,30000,https://i.i-sgcm.com/cars_used/202106/1009270_small.jpg
47800,Latio 1.5A (COE till 09/2029),Nissan,5870,02-Oct-2009,Sedan,128000,https://i.i-sgcm.com/cars_used/202106/1008507_small.jpg
128800,Harrier 2.0A Premium Turbo Panoramic,Toyota,13610,27-Jun-2019,SUV,21900,https://i.i-sgcm.com/cars_used/202106/1008112_small.jpg
81800,Harrier 2.0A Elegance Panoramic,Toyota,13040,19-Oct-2016,SUV,40000,https://i.i-sgcm.com/cars_used/202106/1007832_small.jpg
144800,GLC-Class GLC250 AMG Line 4MATIC Sunroof,Mercedes-Benz,20820,28-Apr-2017,SUV,46000,https://i.i-sgcm.com/cars_used/202106/1007827_small.jpg
43800,Corolla Altis 1.6A (COE till 05/2028),Toyota,6440,27-May-2008,Sedan,122312,https://i.i-sgcm.com/cars_used/202106/1006457_small.jpg
66800,CLA-Class CLA180,Mercedes-Benz,16970,22-Dec-2014,Luxury,65000,https://i.i-sgcm.com/cars_used/202106/1005799_small.jpg
71500,Civic 1.6A VTi,Honda,10410,23-Jun-2017,Sedan,72000,https://i.i-sgcm.com/cars_used/202106/1004370_small.jpg
85800,1 Series 116d,BMW,10410,30-Apr-2018,Hatchback,88000,https://i.i-sgcm.com/cars_used/202106/1001936_small.jpg
63800,3 Series 316i,BMW,14570,10-Apr-2015,Luxury,78000,https://i.i-sgcm.com/cars_used/202106/1001580_small.jpg
73800,Vios 1.5A E,Toyota,8380,30-Jul-2019,Sedan,17000,https://i.i-sgcm.com/cars_used/202105/1000023_small.jpg
75800,C-HR Hybrid 1.8A S,Toyota,11720,10-Nov-2017,SUV,58339,https://i.i-sgcm.com/cars_used/202105/998541_small.jpg
147800,GLA-Class GLA45 AMG 4MATIC+,Mercedes-Benz,25070,31-Dec-2015,SUV,72000,https://i.i-sgcm.com/cars_used/202105/997534_small.jpg
65515,3 HB 2.0A Sport Sunroof,Mazda,10340,16-Nov-2016,Hatchback,76000,https://i.i-sgcm.com/cars_used/202105/996287_small.jpg
62800,6 2.0A,Mazda,11190,18-May-2016,Luxury,32400,https://i.i-sgcm.com/cars_used/202105/995107_small.jpg
68800,Space Star 1.2A,Mitsubishi,7390,22-Jul-2020,Hatchback,10000,https://i.i-sgcm.com/cars_used/202105/993946_small.jpg
53800,Aqua Hybrid 1.5A,Toyota,9590,15-Dec-2016,Hatchback,37000,https://i.i-sgcm.com/cars_used/202105/993617_small.jpg
54800,NV200 1.6A DX,Nissan,5660,13-Apr-2021,Van,1001,https://i.i-sgcm.com/cars_used/202104/990610_small.jpg
79800,Civic 1.5A VTEC Turbo Sunroof,Honda,12390,03-Jan-2017,Sedan,70000,https://i.i-sgcm.com/cars_used/202104/985590_small.jpg
94800,2 Series 225xe Plug-in Hybrid Active Tourer,BMW,12820,13-Dec-2017,Hatchback,50000,https://i.i-sgcm.com/cars_used/202104/984384_small.jpg
192000,5 Series 520i,BMW,19890,13-Aug-2019,Luxury,4900,https://i.i-sgcm.com/cars_used/202103/977610_small.jpg
119800,Alphard 2.5A X,Toyota,16150,06-Sep-2017,MPV,35000,https://i.i-sgcm.com/cars_used/202103/973499_small.jpg
42500,S60 T4,Volvo,12530,24-Sep-2013,Luxury,80000,https://i.i-sgcm.com/cars_used/202108/1021364_small.jpg
125800,E-Class E200 Coupe,Mercedes-Benz,20090,11-May-2016,Sports,41000,https://i.i-sgcm.com/cars_used/202108/1021348_small.jpg
36800,Rush 1.5A (COE till 03/2027),Toyota,6520,24-Apr-2007,SUV,151000,https://i.i-sgcm.com/cars_used/202108/1019409_small.jpg
50500,New Beetle 1.6A (COE till 01/2029),Volkswagen,6790,13-Jan-2009,Hatchback,83000,https://i.i-sgcm.com/cars_used/202107/1016196_small.jpg
163800,X4 xDrive28i M-Sport,BMW,20040,27-Dec-2017,SUV,120000,https://i.i-sgcm.com/cars_used/202107/1015235_small.jpg
66800,E-Class E200 CGI Cabriolet,Mercedes-Benz,63050,10-Apr-2012,Luxury,76000,https://i.i-sgcm.com/cars_used/202107/1015225_small.jpg
80800,Vito 114 CDI,Mercedes-Benz,10720,20-Feb-2019,Van,31482,https://i.i-sgcm.com/cars_used/202107/1015171_small.jpg
20500,Corolla Axio 1.5A X (COE till 08/2024),Toyota,6690,02-Sep-2009,Sedan,145000,https://i.i-sgcm.com/cars_used/202107/1015084_small.jpg
10800,Jazz 1.3A (COE till 12/2022),Honda,7740,02-Jan-2008,Hatchback,222142,https://i.i-sgcm.com/cars_used/202107/1012420_small.jpg
82800,CLA-Class CLA180,Mercedes-Benz,14600,17-May-2016,Luxury,72000,https://i.i-sgcm.com/cars_used/202106/1004753_small.jpg
12800,ISIS 1.8A LX (COE till 01/2023),Toyota,8680,30-Jan-2008,MPV,191200,https://i.i-sgcm.com/cars_used/202106/1004433_small.jpg
85800,C3 Aircross 1.2A PureTech Shine,Citroen,9220,26-Nov-2019,SUV,11800,https://i.i-sgcm.com/cars_used/202106/1001432_small.jpg
83800,Corolla Altis 1.6A Elegance (OPC),Toyota,7870,27-Oct-2020,Sedan,4500,https://i.i-sgcm.com/cars_used/202105/991947_small.jpg
63500,Jazz 1.5A RS (OPC),Honda,7850,14-Aug-2018,Hatchback,11981,https://i.i-sgcm.com/cars_used/202104/989881_small.jpg
66800,A1 1.4A TFSI S-tronic (COE till 04/2031),Audi,6870,06-May-2011,Hatchback,100000,https://i.i-sgcm.com/cars_used/202104/989776_small.jpg
32500,Fairlady 350Z Roadster (COE till 06/2023),Nissan,17320,26-Jun-2008,Sports,121132,https://i.i-sgcm.com/cars_used/202107/1011079_small.jpg
35800,Note 1.2A (OPC),Nissan,7610,24-Dec-2015,Hatchback,20040,https://i.i-sgcm.com/cars_used/202105/998331_small.jpg
38800,Elantra 1.6A Elite,Hyundai,9820,08-Nov-2014,Sedan,90000,https://i.i-sgcm.com/cars_used/202107/1016195_small.jpg
60800,Scirocco 1.4A TSI (COE till 09/2030),Volkswagen,6650,07-Jan-2011,Sports,109814,https://i.i-sgcm.com/cars_used/202107/1014615_small.jpg
81500,Carens Diesel 1.7A SX,Kia,10360,09-Jul-2018,MPV,51000,https://i.i-sgcm.com/cars_used/202106/1003791_small.jpg
51000,Vitara 1.6M JLX (COE till 03/2027),Suzuki,9040,03-Nov-1997,SUV,150709,https://i.i-sgcm.com/cars_used/202106/1002307_small.jpg
198888,John Cooper Works Countryman 2.0A,MINI,21110,21-Oct-2019,Sports,6000,https://i.i-sgcm.com/cars_used/202106/1002275_small.jpg
49777,Corolla Altis 1.6A Classic,Toyota,9320,28-Dec-2015,Sedan,70000,https://i.i-sgcm.com/cars_used/202106/1002264_small.jpg
49800,Wish 1.8A (New 5-yr COE),Toyota,9950,30-Jan-2012,MPV,131800,https://i.i-sgcm.com/cars_used/202106/1002256_small.jpg
88888,A6 1.8A TFSI Ultra S-tronic,Audi,14720,18-Mar-2016,Luxury,106000,https://i.i-sgcm.com/cars_used/202106/1002217_small.jpg
205988,A6 Plug-in Hybrid 2.0A 50 TFSI e Quattro S-Tronic Sport,Audi,17880,04-Jun-2021,Luxury,48,https://i.i-sgcm.com/cars_used/202106/1002215_small.jpg
213800,M Series M6 Coupe (New 10-yr COE),BMW,21370,30-Jan-2013,Sports,76000,https://i.i-sgcm.com/cars_used/202106/1002212_small.jpg
83300,Civic 1.6A VTi,Honda,9860,17-Jan-2019,Sedan,25110,https://i.i-sgcm.com/cars_used/202106/1002211_small.jpg
504988,G-Class G400d AMG Line 4MATIC Premium,Mercedes-Benz,42700,03-Jun-2021,SUV,652,https://i.i-sgcm.com/cars_used/202106/1002174_small.jpg
69000,Aqua Hybrid 1.5A S,Toyota,9700,08-Mar-2018,Hatchback,40000,https://i.i-sgcm.com/cars_used/202106/1002172_small.jpg
71888,Note 1.2A,Nissan,7700,11-Aug-2020,Hatchback,10123,https://i.i-sgcm.com/cars_used/202106/1002166_small.jpg
81688,C-HR Hybrid 1.8A S,Toyota,11150,29-Jun-2018,SUV,45000,https://i.i-sgcm.com/cars_used/202106/1002124_small.jpg
64800,MX-5 Roadster 2.0A RHT (COE till 05/2028),Mazda,9530,26-May-2008,Sports,139899,https://i.i-sgcm.com/cars_used/202106/1002114_small.jpg
475000,458 Italia (COE till 06/2030),Ferrari,53400,22-Jan-2011,Sports,66000,https://i.i-sgcm.com/cars_used/202106/1002112_small.jpg
109800,Corolla Hybrid 1.8A Ascent Sport,Toyota,10970,15-Oct-2020,Sedan,13000,https://i.i-sgcm.com/cars_used/202106/1002102_small.jpg
37838,Fuso Canter FE83 (COE till 08/2025),Mitsubishi,9490,04-Aug-2010,Truck,180000,https://i.i-sgcm.com/cars_used/202106/1002087_small.jpg
147000,2 Series 218i Gran Coupe Luxury,BMW,13510,30-Nov-2020,Luxury,6000,https://i.i-sgcm.com/cars_used/202106/1002081_small.jpg
249000,R8 GT Spyder 5.2A FSI Quattro R-tronic,Audi,133710,22-May-2012,Sports,90000,https://i.i-sgcm.com/cars_used/202106/1002034_small.jpg
41800,Jetta 1.4A TSI,Volkswagen,10110,15-Apr-2015,Sedan,115000,https://i.i-sgcm.com/cars_used/202106/1002002_small.jpg
490000,M Series M850i Gran Coupe xDrive,BMW,46770,12-Mar-2020,Sports,4000,https://i.i-sgcm.com/cars_used/202106/1001988_small.jpg
95800,S-Class S300L Sunroof (COE till 07/2030),Mercedes-Benz,10770,02-Jul-2010,Luxury,114100,https://i.i-sgcm.com/cars_used/202106/1001947_small.jpg
81000,Sienta 1.5A Standard,Toyota,9300,17-May-2019,MPV,33000,https://i.i-sgcm.com/cars_used/202106/1001941_small.jpg
108000,Civic HB 1.5M VTEC Turbo Sport,Honda,14460,28-Dec-2017,Hatchback,59000,https://i.i-sgcm.com/cars_used/202106/1001931_small.jpg
88888,Vezel Hybrid 1.5A RS Sensing,Honda,11210,25-Jun-2018,SUV,3300,https://i.i-sgcm.com/cars_used/202105/995312_small.jpg
55555,Corolla Altis 1.6A,Toyota,9840,04-May-2016,Sedan,71685,https://i.i-sgcm.com/cars_used/202105/992458_small.jpg
84800,5 Series 523i Highline (COE till 02/2031),BMW,8870,30-Mar-2011,Luxury,123000,https://i.i-sgcm.com/cars_used/202105/991743_small.jpg
84888,Cooper S 1.6A (New 10-yr COE),MINI,8480,28-Dec-2011,Sports,80000,https://i.i-sgcm.com/cars_used/202104/989007_small.jpg
60800,1 Series 116d,BMW,12540,28-Jan-2016,Hatchback,137127,https://i.i-sgcm.com/cars_used/202103/981483_small.jpg
181988,GLB-Class GLB200 AMG Line 7-Seater,Mercedes-Benz,16620,30-Mar-2021,SUV,11,https://i.i-sgcm.com/cars_used/202103/981461_small.jpg
70288,Vellfire 2.4A Z Platinum Selection (COE till 09/2029),Toyota,8630,13-May-2010,MPV,116000,https://i.i-sgcm.com/cars_used/202103/981434_small.jpg
56000,IS250 (COE till 06/2028),Lexus,8120,26-Aug-2008,Luxury,151200,https://i.i-sgcm.com/cars_used/202103/981388_small.jpg
63800,C-Class C180K (COE till 03/2029),Mercedes-Benz,8340,16-Apr-2009,Luxury,170000,https://i.i-sgcm.com/cars_used/202103/981274_small.jpg
77800,Scirocco GP 1.4A TSI,Volkswagen,11300,17-Aug-2017,Sports,59400,https://i.i-sgcm.com/cars_used/202103/978832_small.jpg
65800,Touran Sport 1.4A TSI (New 10-yr COE),Volkswagen,6580,18-Nov-2011,MPV,147000,https://i.i-sgcm.com/cars_used/202103/978625_small.jpg
86888,ES250 Executive Sunroof,Lexus,14930,30-Dec-2015,Luxury,100001,https://i.i-sgcm.com/cars_used/202103/974683_small.jpg
53800,Cerato K3 1.6A (OPC),Kia,7560,07-Dec-2017,Sedan,11000,https://i.i-sgcm.com/cars_used/202102/966352_small.jpg
69800,Crossland 1.2A X Turbo Enjoy (OPC),Opel,6930,18-Dec-2019,SUV,8982,https://i.i-sgcm.com/cars_used/202101/962937_small.jpg
103500,Passat 1.8A TSI,Volkswagen,10450,19-Dec-2019,Luxury,34000,https://i.i-sgcm.com/cars_used/202101/962904_small.jpg
89688,Cayenne 3.6A Tip (COE till 04/2029),Porsche,11600,07-May-2009,SUV,116776,https://i.i-sgcm.com/cars_used/202101/962813_small.jpg
420000,911 GT3 RS (COE till 03/2028),Porsche,63560,18-Mar-2008,Sports,60390,https://i.i-sgcm.com/cars_used/202101/962755_small.jpg
1300000,911 Speedster 4.0M,Porsche,114860,11-Nov-2020,Sports,120,https://i.i-sgcm.com/cars_used/202101/959875_small.jpg
104500,Q7 3.0A TFSI Quattro,Audi,29080,14-Aug-2013,SUV,56800,https://i.i-sgcm.com/cars_used/202012/952631_small.jpg
850000,458 Speciale,Ferrari,193750,15-Jul-2014,Sports,15000,https://i.i-sgcm.com/cars_used/202011/945466_small.jpg
224988,Vellfire 2.5A X Welcab,Toyota,21950,11-Sep-2020,MPV,652,https://i.i-sgcm.com/cars_used/202009/927015_small.jpg
59998,Romeo Spider 2000 (COE till 02/2022),Alfa,107880,18-Jul-1974,Sports,57833,https://i.i-sgcm.com/cars_used/202009/925918_small.jpg
620000,F12berlinetta 6.3A,Ferrari,215180,14-May-2013,Sports,39800,https://i.i-sgcm.com/cars_used/201910/862645_small.jpg
158800,RX Turbo RX200t Executive,Lexus,19460,28-Feb-2018,SUV,39000,https://i.i-sgcm.com/cars_used/202108/1021358_small.jpg
132800,Noah Hybrid 1.8A X,Toyota,12130,06-Aug-2021,MPV,281,https://i.i-sgcm.com/cars_used/202108/1021363_small.jpg
19000,Avante 1.6A S (COE till 03/2024),Hyundai,7220,28-Mar-2009,Sedan,153354,https://i.i-sgcm.com/cars_used/202108/1021199_small.jpg
32800,Previa 2.4A,Toyota,18570,30-May-2012,MPV,100000,https://i.i-sgcm.com/cars_used/202107/1017352_small.jpg
49800,S-Max 2.3A Trend (COE till 02/2026),Ford,10950,25-Feb-2011,MPV,100000,https://i.i-sgcm.com/cars_used/202107/1014687_small.jpg
56800,Pulsar 1.2A DIG-T Premium,Nissan,8590,12-Oct-2017,Hatchback,63000,https://i.i-sgcm.com/cars_used/202107/1012860_small.jpg
17800,Jazz 1.3A L,Honda,13610,08-Mar-2012,Hatchback,100000,https://i.i-sgcm.com/cars_used/202107/1013494_small.jpg
239800,A-Class A35 AMG 4MATIC Premium,Mercedes-Benz,21670,06-May-2021,Sports,2730,https://i.i-sgcm.com/cars_used/202106/1008459_small.jpg
17300,2 HB 1.5A R (COE till 11/2023),Mazda,7490,01-Dec-2008,Hatchback,134000,https://i.i-sgcm.com/cars_used/202106/1005785_small.jpg
54888,3 1.5A Deluxe,Mazda,9530,26-Aug-2016,Sedan,70000,https://i.i-sgcm.com/cars_used/202108/1021361_small.jpg
188800,Exige Cup 260 (New 10-yr COE),Lotus,18870,27-Feb-2012,Sports,32000,https://i.i-sgcm.com/cars_used/202108/1021360_small.jpg
75800,3 1.5A Deluxe,Mazda,9050,31-Dec-2018,Sedan,78000,https://i.i-sgcm.com/cars_used/202108/1021357_small.jpg
80800,Forester 2.0i-L Sunroof,Subaru,10500,28-Aug-2018,SUV,41800,https://i.i-sgcm.com/cars_used/202108/1021356_small.jpg
50000,Lancer 1.6A (COE till 08/2029),Mitsubishi,6230,17-Aug-2009,Sedan,128200,https://i.i-sgcm.com/cars_used/202108/1021355_small.jpg
77800,308 1.6M GTI Turbo Glass Roof (New 10-yr COE),Peugeot,7780,30-Mar-2012,Sports,93300,https://i.i-sgcm.com/cars_used/202108/1021349_small.jpg
