Ask Price,Car Model,Brand,Depreciation,Registration Date,Category,Mileage,Engine Capacity,Images
67800,Fit 1.3A G F-Package,Honda,8420,02-May-2019,Hatchback,27100,1317,https://i.i-sgcm.com/cars_used/202108/1023172_small.jpg
17800,Jazz 1.3A L,Honda,10510,17-May-2012,Hatchback,126000,1339,https://i.i-sgcm.com/cars_used/202108/1023156_small.jpg
62800,Jazz 1.5A RS,Honda,9700,06-Jun-2017,Hatchback,39000,1498,https://i.i-sgcm.com/cars_used/202106/1004021_small.jpg
64111,Vezel 1.5A X Sensing,Honda,9990,16-Jun-2017,SUV,50123,1496,https://i.i-sgcm.com/cars_used/202104/990965_small.jpg
68500,Vezel Hybrid 1.5A X,Honda,10830,20-Sep-2017,SUV,56000,1496,https://i.i-sgcm.com/cars_used/202107/1018936_small.jpg
76600,Shuttle Hybrid 1.5A,Honda,10000,12-Sep-2018,Stationwagon,75600,1496,https://i.i-sgcm.com/cars_used/202107/1013004_small.jpg
68800,Vezel Hybrid 1.5A RS Sensing,Honda,11270,05-Jul-2017,SUV,68900,1496,https://i.i-sgcm.com/cars_used/202108/1023185_small.jpg
92888,Freed Hybrid 1.5A G,Honda,11250,24-Jan-2019,MPV,19000,1496,https://i.i-sgcm.com/cars_used/202106/1005689_small.jpg
68800,Civic Type R 2.0M 3DR (COE till 09/2027),Honda,11360,06-Sep-2007,Sports,70000,1998,https://i.i-sgcm.com/cars_used/202106/1004740_small.jpg
54800,Vezel Hybrid 1.5A X,Honda,11480,08-Mar-2016,SUV,73218,1496,https://i.i-sgcm.com/cars_used/202107/1018863_small.jpg
68800,Shuttle 1.5A G,Honda,9360,22-May-2018,Stationwagon,18198,1496,https://i.i-sgcm.com/cars_used/202104/989935_small.jpg
50800,Jazz 1.5A RS,Honda,9130,21-Jul-2016,Hatchback,74000,1498,https://i.i-sgcm.com/cars_used/202108/1020482_small.jpg
72800,Fit 1.3A G F-Package,Honda,8130,16-Mar-2020,Hatchback,22000,1317,https://i.i-sgcm.com/cars_used/202105/997577_small.jpg
63800,Vezel 1.5A X,Honda,10070,23-May-2017,SUV,39147,1496,https://i.i-sgcm.com/cars_used/202107/1012553_small.jpg
74800,Vezel 1.5A X,Honda,10020,26-Jun-2018,SUV,23000,1496,https://i.i-sgcm.com/cars_used/202106/1005479_small.jpg
103800,Odyssey 2.4A EXV-S Sunroof,Honda,13760,06-Dec-2017,MPV,56787,2356,https://i.i-sgcm.com/cars_used/202106/1001276_small.jpg
78800,Freed Hybrid 1.5A G Sensing,Honda,12030,20-Dec-2017,MPV,68700,1496,https://i.i-sgcm.com/cars_used/202108/1023164_small.jpg
46800,Vezel 1.5A X,Honda,10450,16-Sep-2015,SUV,66300,1496,https://i.i-sgcm.com/cars_used/202108/1023131_small.jpg
48000,Civic 1.8A (COE till 08/2027),Honda,7960,27-Aug-2007,Sedan,140912,1799,https://i.i-sgcm.com/cars_used/202108/1022095_small.jpg
73888,City 1.5A SV,Honda,8510,10-Apr-2019,Sedan,24470,1497,https://i.i-sgcm.com/cars_used/202107/1019055_small.jpg
56800,City 1.5A SV,Honda,8930,29-Mar-2017,Sedan,75000,1497,https://i.i-sgcm.com/cars_used/202107/1017610_small.jpg
58900,Jazz 1.5A RS,Honda,9890,12-Dec-2016,Hatchback,26000,1498,https://i.i-sgcm.com/cars_used/202107/1014556_small.jpg
87800,Vezel Hybrid 1.5A X Sensing,Honda,11160,28-Aug-2018,SUV,41000,1496,https://i.i-sgcm.com/cars_used/202106/1008312_small.jpg
59800,HR-V 1.5A DX,Honda,9570,06-Feb-2017,SUV,47863,1496,https://i.i-sgcm.com/cars_used/202105/994724_small.jpg
76666,Jazz 1.5A RS,Honda,8640,08-Jul-2019,Hatchback,31064,1498,https://i.i-sgcm.com/cars_used/202104/990020_small.jpg
15998,Stream 1.8A RSZ (COE till 07/2023),Honda,8390,15-Jul-2008,MPV,165033,1799,https://i.i-sgcm.com/cars_used/202009/924876_small.jpg
43800,Vezel 1.5A X,Honda,10630,07-May-2015,SUV,138988,1496,https://i.i-sgcm.com/cars_used/202108/1023153_small.jpg
60800,Vezel Hybrid 1.5A RS Sensing (OPC),Honda,9870,14-Jul-2017,SUV,36193,1496,https://i.i-sgcm.com/cars_used/202108/1020502_small.jpg
90777,Civic 1.6A VTi,Honda,9630,02-Jan-2020,Sedan,25381,1597,https://i.i-sgcm.com/cars_used/202106/1006430_small.jpg
61800,Jazz 1.5A RS,Honda,9550,23-Jun-2017,Hatchback,63988,1498,https://i.i-sgcm.com/cars_used/202108/1023149_small.jpg
69800,Accord 2.4A,Honda,12380,27-Oct-2015,Luxury,83500,2356,https://i.i-sgcm.com/cars_used/202108/1023091_small.jpg
96988,Civic 1.6A VTi,Honda,9620,20-Aug-2020,Sedan,11000,1597,https://i.i-sgcm.com/cars_used/202108/1022089_small.jpg
48500,Vezel 1.5A X,Honda,10560,16-Oct-2015,SUV,87457,1496,https://i.i-sgcm.com/cars_used/202106/1006729_small.jpg
103800,Civic Type R 2.0M (COE till 07/2028),Honda,14980,22-Jul-2008,Sports,138000,1998,https://i.i-sgcm.com/cars_used/202107/1019039_small.jpg
17000,Jazz 1.3A L,Honda,11500,29-Mar-2012,Hatchback,49700,1339,https://i.i-sgcm.com/cars_used/202107/1016741_small.jpg
24000,Civic 1.8A VTi-S (COE till 04/2024),Honda,8940,24-Apr-2009,Sedan,107388,1799,https://i.i-sgcm.com/cars_used/202107/1016734_small.jpg
85800,Vezel 1.5A X,Honda,9170,27-Feb-2020,SUV,21000,1496,https://i.i-sgcm.com/cars_used/202106/1004157_small.jpg
71800,Odyssey 2.4A EXV-S Sunroof,Honda,13930,09-Sep-2015,MPV,74605,2356,https://i.i-sgcm.com/cars_used/202105/997561_small.jpg
76800,Jazz 1.5A RS,Honda,8590,30-Jul-2019,Hatchback,51283,1498,https://i.i-sgcm.com/cars_used/202105/997185_small.jpg
75800,Fit 1.3A G F-Package,Honda,8100,21-Aug-2020,Hatchback,10536,1317,https://i.i-sgcm.com/cars_used/202105/992959_small.jpg
98800,Civic 1.5A VTEC Turbo Sunroof,Honda,11510,19-Nov-2018,Sedan,43000,1498,https://i.i-sgcm.com/cars_used/202108/1023134_small.jpg
58800,Vezel 1.5A X,Honda,10490,30-Sep-2016,SUV,71141,1496,https://i.i-sgcm.com/cars_used/202107/1018464_small.jpg
94800,Freed Hybrid 1.5A G Sensing,Honda,11550,14-Dec-2018,MPV,35328,1496,https://i.i-sgcm.com/cars_used/202107/1014855_small.jpg
54988,Civic 1.8A (COE till 04/2029),Honda,7130,17-Jul-2009,Sedan,170000,1799,https://i.i-sgcm.com/cars_used/202106/1009726_small.jpg
98800,Civic 1.6A VTi,Honda,9800,11-Aug-2020,Sedan,5500,1597,https://i.i-sgcm.com/cars_used/202106/1009202_small.jpg
69800,Jazz 1.3A,Honda,8470,01-Jul-2019,Hatchback,27487,1318,https://i.i-sgcm.com/cars_used/202106/1005576_small.jpg
25800,Civic 1.6A VTi (COE till 05/2024),Honda,9250,24-Oct-2009,Sedan,132010,1595,https://i.i-sgcm.com/cars_used/202106/1002158_small.jpg
61800,Vezel 1.5A X,Honda,9490,02-Jun-2017,SUV,38000,1496,https://i.i-sgcm.com/cars_used/202106/1001494_small.jpg
65800,Vezel Hybrid 1.5A X,Honda,10870,08-Jun-2017,SUV,59416,1496,https://i.i-sgcm.com/cars_used/202105/996910_small.jpg
66800,Vezel Hybrid 1.5A X,Honda,10540,22-Sep-2017,SUV,86988,1496,https://i.i-sgcm.com/cars_used/202108/1023129_small.jpg
83800,Shuttle Hybrid 1.5A,Honda,9960,22-May-2019,Stationwagon,27000,1496,https://i.i-sgcm.com/cars_used/202108/1021716_small.jpg
100800,Civic 1.5A VTEC Turbo Sunroof,Honda,11850,20-Nov-2018,Sedan,32323,1498,https://i.i-sgcm.com/cars_used/202107/1013615_small.jpg
69800,Shuttle 1.5A G,Honda,9510,27-Jun-2018,Stationwagon,56050,1496,https://i.i-sgcm.com/cars_used/202106/1009021_small.jpg
60888,Mobilio 1.5A RS i-VTEC Luxe,Honda,10280,18-Aug-2016,MPV,52438,1497,https://i.i-sgcm.com/cars_used/202106/1003865_small.jpg
16500,Jazz 1.3A (COE till 11/2023),Honda,7320,19-Nov-2008,Hatchback,152000,1339,https://i.i-sgcm.com/cars_used/202106/1003780_small.jpg
65800,Civic 1.6A VTi,Honda,10490,07-Dec-2016,Sedan,61000,1597,https://i.i-sgcm.com/cars_used/202105/993307_small.jpg
85800,HR-V 1.5A DX,Honda,9040,27-Dec-2019,SUV,27000,1496,https://i.i-sgcm.com/cars_used/202103/979636_small.jpg
54800,Freed 1.5A G (COE till 04/2029),Honda,7110,09-Oct-2009,MPV,135000,1496,https://i.i-sgcm.com/cars_used/202108/1023100_small.jpg
53800,Vezel 1.5A X,Honda,10870,25-Feb-2016,SUV,77955,1496,https://i.i-sgcm.com/cars_used/202108/1021053_small.jpg
85800,Shuttle Hybrid 1.5A,Honda,9900,17-Jul-2019,Stationwagon,23000,1496,https://i.i-sgcm.com/cars_used/202108/1020038_small.jpg
71800,Jazz 1.5A,Honda,9430,04-May-2018,Hatchback,49373,1498,https://i.i-sgcm.com/cars_used/202106/1003416_small.jpg
65888,Shuttle 1.5A G,Honda,9280,03-Apr-2018,Stationwagon,40000,1496,https://i.i-sgcm.com/cars_used/202106/1008767_small.jpg
90800,HR-V 1.5A DX,Honda,9570,20-Jan-2020,SUV,13000,1496,https://i.i-sgcm.com/cars_used/202108/1019455_small.jpg
86800,Vezel Hybrid 1.5A X,Honda,10630,17-Oct-2018,SUV,45000,1496,https://i.i-sgcm.com/cars_used/202105/1000627_small.jpg
62800,Mobilio 1.5A RS i-VTEC Luxe,Honda,10710,11-Aug-2016,MPV,78000,1497,https://i.i-sgcm.com/cars_used/202105/991441_small.jpg
79800,Freed Hybrid 1.5A G Sensing,Honda,12180,22-Dec-2017,MPV,35649,1496,https://i.i-sgcm.com/cars_used/202108/1021166_small.jpg
59800,Shuttle 1.5A G LED,Honda,9810,22-Mar-2017,Stationwagon,53728,1496,https://i.i-sgcm.com/cars_used/202108/1019906_small.jpg
26800,Stream 1.8A X (COE till 11/2024),Honda,8270,13-Nov-2009,MPV,129000,1799,https://i.i-sgcm.com/cars_used/202107/1013776_small.jpg
60800,Jazz 1.3A,Honda,8870,13-Mar-2018,Hatchback,63700,1318,https://i.i-sgcm.com/cars_used/202108/1020677_small.jpg
60700,Vezel 1.5A X,Honda,9580,05-Jun-2017,SUV,62000,1496,https://i.i-sgcm.com/cars_used/202107/1017727_small.jpg
18800,Stream 1.8A Sunroof (COE till 11/2023),Honda,8450,08-Nov-2008,MPV,167000,1799,https://i.i-sgcm.com/cars_used/202107/1016416_small.jpg
57800,Jazz 1.3A (OPC),Honda,7220,25-Mar-2019,Hatchback,11100,1318,https://i.i-sgcm.com/cars_used/202106/1007844_small.jpg
77800,Jazz 1.5A,Honda,8380,12-Nov-2019,Hatchback,23441,1498,https://i.i-sgcm.com/cars_used/202106/1006805_small.jpg
53800,Vezel 1.5A X Sensing,Honda,10220,12-May-2016,SUV,77000,1496,https://i.i-sgcm.com/cars_used/202105/996596_small.jpg
28888,Civic Hybrid 1.3A (COE till 03/2025),Honda,7980,01-Apr-2010,Sedan,140998,1339,https://i.i-sgcm.com/cars_used/202105/995517_small.jpg
58998,Vezel 1.5A X,Honda,9840,26-Jan-2017,SUV,59305,1496,https://i.i-sgcm.com/cars_used/202104/987892_small.jpg
82800,Vezel 1.5A X,Honda,9390,12-Sep-2019,SUV,19000,1496,https://i.i-sgcm.com/cars_used/202105/996870_small.jpg
84838,Shuttle 1.5A G Sensing,Honda,8410,31-May-2021,Stationwagon,50,1496,https://i.i-sgcm.com/cars_used/202106/1003734_small.jpg
72800,Fit 1.3A GF,Honda,8220,10-Feb-2020,Hatchback,38000,1317,https://i.i-sgcm.com/cars_used/202106/1003666_small.jpg
64000,Odyssey 2.4A EXV-S Sunroof,Honda,13110,28-Apr-2015,MPV,114180,2356,https://i.i-sgcm.com/cars_used/202105/996862_small.jpg
69800,Fit 1.3A GF,Honda,8060,02-Dec-2019,Hatchback,28000,1317,https://i.i-sgcm.com/cars_used/202105/996519_small.jpg
38800,City 1.5A LX VTEC (COE till 04/2026),Honda,8270,26-Apr-2011,Sedan,136712,1497,https://i.i-sgcm.com/cars_used/202104/983173_small.jpg
35800,City 1.5A (COE till 05/2026),Honda,7480,02-Jun-2006,Sedan,120000,1497,https://i.i-sgcm.com/cars_used/202003/891414_small.jpg
53800,Stream 1.8A Sunroof (COE till 03/2030),Honda,6280,12-Mar-2010,MPV,160500,1799,https://i.i-sgcm.com/cars_used/202003/890855_small.jpg
14800,Stream 1.8A (COE till 03/2023),Honda,9490,10-Mar-2008,MPV,175000,1799,https://i.i-sgcm.com/cars_used/202108/1023061_small.jpg
57800,Mobilio 1.5A RS i-VTEC Luxe,Honda,10480,16-Mar-2016,MPV,99000,1497,https://i.i-sgcm.com/cars_used/202108/1023066_small.jpg
66800,Civic 1.6A VTi,Honda,10190,01-Mar-2017,Sedan,50000,1597,https://i.i-sgcm.com/cars_used/202108/1019567_small.jpg
53000,Jazz 1.5A RS,Honda,9920,25-May-2016,Hatchback,69000,1498,https://i.i-sgcm.com/cars_used/202108/1023052_small.jpg
17800,Civic 1.6A VTi (COE till 04/2023),Honda,10720,16-Apr-2008,Sedan,150000,1595,https://i.i-sgcm.com/cars_used/202107/1016177_small.jpg
49800,Civic 1.8A VTi-S G (COE till 08/2028),Honda,7100,21-Aug-2008,Sedan,120000,1799,https://i.i-sgcm.com/cars_used/202107/1013822_small.jpg
16800,Jazz 1.3A L (COE till 11/2023),Honda,7500,14-Nov-2008,Hatchback,105000,1339,https://i.i-sgcm.com/cars_used/202108/1023077_small.jpg
62500,Civic 1.6A VTi,Honda,10260,07-Oct-2016,Sedan,89300,1597,https://i.i-sgcm.com/cars_used/202106/1004296_small.jpg
69800,Vezel Hybrid 1.5A X Sensing,Honda,10930,13-Oct-2017,SUV,61830,1496,https://i.i-sgcm.com/cars_used/202108/1023073_small.jpg
12998,Civic 1.8A VTi-S G (COE till 08/2022),Honda,12930,20-Aug-2007,Sedan,185204,1799,https://i.i-sgcm.com/cars_used/202108/1023037_small.jpg
55800,Odyssey 2.4A EXV-S Sunroof,Honda,13850,04-Jun-2014,MPV,128000,2356,https://i.i-sgcm.com/cars_used/202107/1012663_small.jpg
94800,Freed Hybrid 1.5A G,Honda,10760,04-Jul-2019,MPV,20000,1496,https://i.i-sgcm.com/cars_used/202108/1023024_small.jpg
101888,Odyssey 2.4A EXV-S Sunroof,Honda,13740,02-Oct-2017,MPV,72000,2356,https://i.i-sgcm.com/cars_used/202108/1022593_small.jpg
69900,Civic 1.6A VTi,Honda,10790,14-Feb-2017,Sedan,63000,1597,https://i.i-sgcm.com/cars_used/202107/1011518_small.jpg
67800,Fit 1.3A G F-Package,Honda,7880,25-Nov-2019,Hatchback,18000,1317,https://i.i-sgcm.com/cars_used/202105/993720_small.jpg
102800,CR-V 1.5A Turbo 7-Seater,Honda,12900,14-Mar-2018,SUV,74865,1498,https://i.i-sgcm.com/cars_used/202108/1022972_small.jpg
84500,Fit Hybrid 1.5A F,Honda,9370,06-Mar-2020,Hatchback,15500,1496,https://i.i-sgcm.com/cars_used/202108/1023022_small.jpg
49800,Vezel 1.5A X,Honda,10330,04-Jan-2016,SUV,89000,1496,https://i.i-sgcm.com/cars_used/202107/1019010_small.jpg
92800,Freed Hybrid 1.5A G 7-Seater Sensing,Honda,10740,19-Jun-2019,MPV,21355,1496,https://i.i-sgcm.com/cars_used/202107/1016369_small.jpg
69800,Jazz 1.3A,Honda,8890,15-Feb-2019,Hatchback,31015,1318,https://i.i-sgcm.com/cars_used/202108/1023006_small.jpg
60800,Vezel Hybrid 1.5A X Sensing,Honda,11310,12-Oct-2016,SUV,61300,1496,https://i.i-sgcm.com/cars_used/202108/1023001_small.jpg
59999,Shuttle 1.5A G,Honda,9400,07-Jul-2017,Stationwagon,78888,1496,https://i.i-sgcm.com/cars_used/202107/1016781_small.jpg
53000,Shuttle 1.5A G LED,Honda,10050,18-Jul-2016,Stationwagon,80258,1496,https://i.i-sgcm.com/cars_used/202106/1009856_small.jpg
68800,Vezel 1.5A X,Honda,9860,23-Jan-2018,SUV,38000,1496,https://i.i-sgcm.com/cars_used/202108/1022913_small.jpg
82800,Vezel Hybrid 1.5A X,Honda,10190,25-Sep-2018,SUV,18303,1496,https://i.i-sgcm.com/cars_used/202105/999447_small.jpg
50800,Vezel 1.5A X,Honda,10150,04-Mar-2016,SUV,120000,1496,https://i.i-sgcm.com/cars_used/202108/1022947_small.jpg
91800,Vezel 1.5A X,Honda,9130,12-Nov-2020,SUV,13500,1496,https://i.i-sgcm.com/cars_used/202108/1022948_small.jpg
61800,Vezel Hybrid 1.5A X,Honda,10820,09-Feb-2017,SUV,65258,1496,https://i.i-sgcm.com/cars_used/202108/1022927_small.jpg
105500,Civic 1.5A VTEC Turbo Sunroof,Honda,11960,20-Mar-2019,Sedan,37000,1498,https://i.i-sgcm.com/cars_used/202108/1021582_small.jpg
83000,HR-V 1.5A DX,Honda,9170,08-Aug-2019,SUV,16500,1496,https://i.i-sgcm.com/cars_used/202106/1008670_small.jpg
76800,Civic 1.6A VTi,Honda,9840,01-Jun-2018,Sedan,93000,1597,https://i.i-sgcm.com/cars_used/202108/1022062_small.jpg
37800,Jazz 1.3A L (New 5-yr COE),Honda,7560,19-Aug-2011,Hatchback,96000,1339,https://i.i-sgcm.com/cars_used/202108/1021488_small.jpg
80777,Vezel Hybrid 1.5A X,Honda,10170,31-Aug-2018,SUV,62000,1496,https://i.i-sgcm.com/cars_used/202107/1015804_small.jpg
52800,Civic 1.6A VTi-S,Honda,9870,05-Nov-2015,Sedan,83000,1598,https://i.i-sgcm.com/cars_used/202107/1016126_small.jpg
82800,Civic 1.5A VTEC Turbo Sunroof,Honda,12220,19-May-2017,Sedan,36600,1498,https://i.i-sgcm.com/cars_used/202107/1016113_small.jpg
78000,Civic 1.5A VTEC Turbo Sunroof,Honda,13010,20-Sep-2016,Sedan,81000,1498,https://i.i-sgcm.com/cars_used/202107/1014131_small.jpg
52800,Civic 1.8A VTi-S (COE till 11/2028),Honda,7300,10-Nov-2008,Sedan,182000,1799,https://i.i-sgcm.com/cars_used/202107/1018144_small.jpg
96880,Vezel Hybrid 1.5A X Sensing,Honda,10430,13-Dec-2019,SUV,18300,1496,https://i.i-sgcm.com/cars_used/202105/995374_small.jpg
73888,Fit 1.3A G F-Package,Honda,8500,27-Dec-2019,Hatchback,12800,1317,https://i.i-sgcm.com/cars_used/202104/991046_small.jpg
78800,HR-V 1.5A LX,Honda,9710,14-Aug-2018,SUV,51558,1496,https://i.i-sgcm.com/cars_used/202108/1022897_small.jpg
59500,Jazz 1.5A RS,Honda,9730,02-Feb-2017,Hatchback,35500,1498,https://i.i-sgcm.com/cars_used/202108/1019615_small.jpg
66900,Fit 1.3A G F-Package,Honda,8290,25-Apr-2019,Hatchback,12800,1317,https://i.i-sgcm.com/cars_used/202105/994674_small.jpg
91880,Civic 1.6A VTi,Honda,10170,02-Sep-2019,Sedan,17300,1597,https://i.i-sgcm.com/cars_used/202105/994336_small.jpg
82800,Shuttle Hybrid 1.5A,Honda,10470,02-Jan-2019,Stationwagon,38000,1496,https://i.i-sgcm.com/cars_used/202108/1021606_small.jpg
73300,City 1.5A SV,Honda,9090,27-Sep-2018,Sedan,36000,1497,https://i.i-sgcm.com/cars_used/202107/1018414_small.jpg
61800,Vezel 1.5A X Sensing,Honda,10310,20-Jan-2017,SUV,65200,1496,https://i.i-sgcm.com/cars_used/202107/1018409_small.jpg
91800,Vezel Hybrid 1.5A X,Honda,9900,04-Dec-2019,SUV,33399,1496,https://i.i-sgcm.com/cars_used/202108/1022877_small.jpg
92800,Civic 1.6A VTi,Honda,9810,20-Jan-2020,Sedan,30615,1597,https://i.i-sgcm.com/cars_used/202107/1018420_small.jpg
66800,Shuttle 1.5A G,Honda,9710,15-Jan-2018,Stationwagon,57983,1496,https://i.i-sgcm.com/cars_used/202106/1003721_small.jpg
71900,Civic 1.6A VTi,Honda,9910,20-Nov-2017,Sedan,88000,1597,https://i.i-sgcm.com/cars_used/202107/1013729_small.jpg
59000,Mobilio 1.5A RS i-VTEC Luxe,Honda,9650,05-Oct-2016,MPV,71000,1497,https://i.i-sgcm.com/cars_used/202108/1022838_small.jpg
16988,Fit 1.3A G Skyroof (COE till 12/2023),Honda,7340,11-Dec-2008,Hatchback,147000,1339,https://i.i-sgcm.com/cars_used/202107/1014777_small.jpg
83000,Civic 1.6A VTi,Honda,10090,24-Oct-2018,Sedan,82000,1597,https://i.i-sgcm.com/cars_used/202108/1022656_small.jpg
94800,Freed Hybrid 1.5A G 7-Seater Sensing,Honda,11420,30-Jan-2019,MPV,49000,1496,https://i.i-sgcm.com/cars_used/202108/1019889_small.jpg
53988,Jazz 1.5A RS,Honda,9440,13-Sep-2016,Hatchback,76000,1498,https://i.i-sgcm.com/cars_used/202107/1010661_small.jpg
18800,City 1.5A (COE till 04/2024),Honda,7000,24-Apr-2009,Sedan,147000,1497,https://i.i-sgcm.com/cars_used/202108/1021611_small.jpg
108800,Civic 1.5A VTEC Turbo Sunroof,Honda,12130,27-May-2019,Sedan,4850,1498,https://i.i-sgcm.com/cars_used/202108/1019343_small.jpg
97800,Freed Hybrid 1.5A G 7-Seater Sensing,Honda,11060,24-Jun-2019,MPV,16098,1496,https://i.i-sgcm.com/cars_used/202106/1009630_small.jpg
79800,Shuttle 1.5A G Sensing,Honda,8580,19-Mar-2020,Stationwagon,10000,1496,https://i.i-sgcm.com/cars_used/202106/1009313_small.jpg
70800,Fit 1.3A G F-Package,Honda,8270,01-Nov-2019,Hatchback,28000,1317,https://i.i-sgcm.com/cars_used/202107/1015427_small.jpg
82800,Vezel 1.5A X,Honda,9750,31-May-2019,SUV,52000,1496,https://i.i-sgcm.com/cars_used/202105/995524_small.jpg
86800,Accord 2.0A VTi-S,Honda,12100,18-May-2017,Luxury,47000,1997,https://i.i-sgcm.com/cars_used/202108/1022869_small.jpg
11800,Crossroad 1.8A (COE till 10/2022),Honda,10110,18-Oct-2007,SUV,145213,1799,https://i.i-sgcm.com/cars_used/202108/1022874_small.jpg
57800,City 1.5A SV,Honda,9420,20-Jan-2017,Sedan,103661,1497,https://i.i-sgcm.com/cars_used/202107/1016606_small.jpg
82800,Vezel 1.5A X Sensing,Honda,9520,19-Jul-2019,SUV,35000,1496,https://i.i-sgcm.com/cars_used/202107/1016356_small.jpg
80800,Civic 1.6A VTi,Honda,10600,25-Apr-2018,Sedan,40197,1597,https://i.i-sgcm.com/cars_used/202108/1019856_small.jpg
58800,HR-V 1.5A LX,Honda,9780,02-Sep-2016,SUV,79914,1496,https://i.i-sgcm.com/cars_used/202107/1011312_small.jpg
80800,HR-V 1.5A DX,Honda,9680,17-Dec-2018,SUV,40969,1496,https://i.i-sgcm.com/cars_used/202106/1008398_small.jpg
131800,Odyssey 2.4A EX-S,Honda,13940,12-Nov-2019,MPV,21500,2356,https://i.i-sgcm.com/cars_used/202108/1021765_small.jpg
70800,Fit 1.3A G F-Package,Honda,8610,09-Jul-2019,Hatchback,31149,1317,https://i.i-sgcm.com/cars_used/202108/1020389_small.jpg
63800,Civic 1.6A VTi,Honda,10650,14-Sep-2016,Sedan,63279,1597,https://i.i-sgcm.com/cars_used/202107/1015764_small.jpg
91800,Civic 1.5A VTEC Turbo Sunroof,Honda,12770,20-Nov-2017,Sedan,52888,1498,https://i.i-sgcm.com/cars_used/202107/1015028_small.jpg
97800,Odyssey 2.4A EXV-S Sunroof,Honda,14250,06-Apr-2017,MPV,66388,2356,https://i.i-sgcm.com/cars_used/202107/1012036_small.jpg
76888,Fit 1.3A G F-Package,Honda,8120,01-Oct-2020,Hatchback,900,1317,https://i.i-sgcm.com/cars_used/202104/986311_small.jpg
58800,Vezel Hybrid 1.5A X,Honda,10490,13-Dec-2016,SUV,79000,1496,https://i.i-sgcm.com/cars_used/202108/1022863_small.jpg
75800,Civic 1.6A VTi,Honda,10520,23-Nov-2017,Sedan,68608,1597,https://i.i-sgcm.com/cars_used/202107/1013546_small.jpg
84800,Shuttle Hybrid 1.5A,Honda,9870,28-Jun-2019,Stationwagon,18036,1496,https://i.i-sgcm.com/cars_used/202107/1010891_small.jpg
52888,Jazz 1.5A RS,Honda,9650,01-Jul-2016,Hatchback,72000,1498,https://i.i-sgcm.com/cars_used/202106/1007223_small.jpg
102888,Freed Hybrid 1.5A G 7-Seater,Honda,11180,13-Nov-2019,MPV,13163,1496,https://i.i-sgcm.com/cars_used/202106/1006585_small.jpg
64777,Odyssey 2.4A EXV-S Sunroof,Honda,13670,24-Mar-2015,MPV,118523,2356,https://i.i-sgcm.com/cars_used/202107/1015518_small.jpg
57000,Vezel 1.5A X,Honda,10820,25-May-2016,SUV,77000,1496,https://i.i-sgcm.com/cars_used/202108/1022776_small.jpg
117800,Freed Hybrid 1.5A G 7-Seater Sensing,Honda,11330,07-May-2021,MPV,3600,1496,https://i.i-sgcm.com/cars_used/202108/1020304_small.jpg
27800,Freed 1.5A G (COE till 08/2024),Honda,9140,11-Sep-2009,MPV,150000,1496,https://i.i-sgcm.com/cars_used/202108/1022785_small.jpg
77800,Odyssey 2.4A EXV-S Navi Res Sunroof,Honda,13650,28-Jan-2016,MPV,85000,2356,https://i.i-sgcm.com/cars_used/202105/996848_small.jpg
51800,Vezel 1.5A X,Honda,10820,04-Jan-2016,SUV,61800,1496,https://i.i-sgcm.com/cars_used/202108/1020183_small.jpg
93800,Freed Hybrid 1.5A G,Honda,12010,28-Jun-2018,MPV,39630,1496,https://i.i-sgcm.com/cars_used/202106/1009086_small.jpg
54800,Jazz 1.5A RS,Honda,9710,16-Aug-2016,Hatchback,64800,1498,https://i.i-sgcm.com/cars_used/202106/1002927_small.jpg
38800,Jazz 1.3A L (COE till 05/2026),Honda,8130,25-May-2011,Hatchback,103000,1339,https://i.i-sgcm.com/cars_used/202105/998251_small.jpg
61800,Vezel Hybrid 1.5A RS,Honda,11420,27-Oct-2016,SUV,53480,1496,https://i.i-sgcm.com/cars_used/202105/991974_small.jpg
80808,Fit Hybrid 1.5A,Honda,8980,28-Feb-2020,Hatchback,43000,1496,https://i.i-sgcm.com/cars_used/202107/1018568_small.jpg
58800,HR-V 1.5A LX,Honda,9340,01-Nov-2016,SUV,79199,1496,https://i.i-sgcm.com/cars_used/202107/1016778_small.jpg
58800,Vezel 1.5A X Sensing,Honda,9850,18-Nov-2016,SUV,50000,1496,https://i.i-sgcm.com/cars_used/202107/1016328_small.jpg
119800,Freed Hybrid 1.5A G Sensing,Honda,11320,29-Jun-2021,MPV,20,1496,https://i.i-sgcm.com/cars_used/202107/1013635_small.jpg
86800,Civic 1.5A VTEC Turbo Sunroof,Honda,12670,04-Jul-2017,Sedan,77958,1498,https://i.i-sgcm.com/cars_used/202106/1009039_small.jpg
98888,Freed Hybrid 1.5A G 7-Seater Sensing,Honda,10600,21-Jan-2020,MPV,16039,1496,https://i.i-sgcm.com/cars_used/202106/1007568_small.jpg
100988,Civic 1.5A VTEC Turbo Sunroof,Honda,12560,05-Jul-2018,Sedan,34800,1498,https://i.i-sgcm.com/cars_used/202105/999772_small.jpg
81988,Civic 1.5A VTEC Turbo Sunroof,Honda,13070,14-Dec-2016,Sedan,90000,1498,https://i.i-sgcm.com/cars_used/202105/994733_small.jpg
69800,City 1.5A SV,Honda,8680,07-Sep-2018,Sedan,31181,1497,https://i.i-sgcm.com/cars_used/202105/993033_small.jpg
